"Sl No","Name of the Image","X min","Y min","X max","Y max","","",""
"76","A_1155_1.LEFT_MLO","344.01531219482","431.55712127686","425.50022125244","489.04647827148","","",""
"77","A_1155_1.LEFT_MLO","447.5630569458","242.26482391357","493.50791931152","271.20059967041","","",""
"78","A_1155_1.LEFT_MLO","509.78675842285","21.956021785736","638.76876831055","384.63874816895","","",""
"79","A_1156_1.LEFT_CC","139.47318077087","104.88540649414","593.67794036865","523.56803894043","","",""
"80","A_1156_1.LEFT_CC","152.24388122559","157.36702919006","552.27787017822","432.27863311768","","",""
"81","A_1156_1.LEFT_MLO","304.84415054321","290.45085906982","499.25891876221","398.47763061523","","",""
"82","A_1156_1.LEFT_MLO","298.08952331543","21.638753414154","640","453.90640258789","","",""
"83","A_1157_1.LEFT_CC","434.44038391113","150.83961486816","581.59400939941","218.92545700073","","",""
"84","A_1157_1.LEFT_MLO","389.97264862061","24.534261226654","640","371.69212341309","","",""
"85","A_1157_1.LEFT_MLO","222.43728637695","326.97750091553","461.81713104248","477.86796569824","","",""
"86","A_1158_1.RIGHT_MLO","115.11891365051","266.5131187439","473.10741424561","472.53078460693","","",""
"87","A_1159_1.RIGHT_CC","228.10457229614","338.68713378906","259.05027389526","365.41454315186","","",""
"88","A_1160_1.RIGHT_CC","183.27682495117","517.59609222412","241.05144500732","563.16337585449","","",""
"89","A_1160_1.RIGHT_CC","499.92733001709","338.62167358398","557.40432739258","398.80878448486","","",""
"90","A_1160_1.RIGHT_CC","330.43395996094","6.4128011465073","386.29848480225","60.106706619263","","",""
"91","A_1160_1.RIGHT_MLO","469.81304168701","363.39263916016","595.26943206787","587.06348419189","","",""
"92","A_1163_1.RIGHT_CC","14.697250127792","125.3066444397","483.18920135498","502.73750305176","","",""
"93","A_1163_1.RIGHT_MLO","42.241358757019","232.54163742065","491.89910888672","495.65914154053","","",""
"94","A_1166_1.RIGHT_CC","126.54561042786","201.15642547607","243.90872955322","269.19946670532","","",""
"95","A_1166_1.RIGHT_MLO","7.7820312976837","291.84564590454","382.90027618408","514.12891387939","","",""
"96","A_1166_1.RIGHT_MLO","145.80073356628","333.18996429443","209.23337936401","370.49983978272","","",""
"97","A_1166_1.RIGHT_MLO","210.71353912354","303.62226486206","357.50301361084","444.14817810059","","",""
"98","A_1167_1.RIGHT_CC","521.69227600098","142.94739723206","598.81546020508","196.46911621094","","",""
"99","A_1167_1.RIGHT_MLO","282.48607635498","315.58763504028","443.53504180908","390.86193084717","","",""
"100","A_1167_1.RIGHT_MLO","225.28917312622","281.19005203247","478.04584503174","465.72834014893","","",""
"101","A_1167_1.RIGHT_MLO","275.6954574585","319.50105667114","465.11051177978","441.64897918701","","",""
"102","A_1169_1.LEFT_CC","143.90871047974","234.1605758667","348.84716033936","413.09593200684","","",""
"103","A_1169_1.LEFT_CC","132.82140731812","201.46604537964","415.04447937012","438.13537597656","","",""
"104","A_1169_1.LEFT_MLO","161.36009216309","318.49431991577","238.07790756226","385.96084594727","","",""
"105","A_1169_1.LEFT_MLO","257.24164962768","464.74254608154","316.61140441895","509.93865966797","","",""
"106","A_1169_1.LEFT_MLO","532.85976409912","87.31764793396","637.33562469482","272.96361923218","","",""
"107","A_1171_1.LEFT_CC","320.76236724853","352.29541778564","391.65828704834","404.37519073486","","",""
"108","A_1171_1.LEFT_CC","312.78213500977","346.82559967041","403.14079284668","415.57903289795","","",""
"109","A_1171_1.LEFT_MLO","491.00852966309","121.53512954712","638.97285461426","325.67924499512","","",""
"110","A_1171_1.LEFT_MLO","207.20872879028","397.66193389893","304.03249740601","484.71706390381","","",""
"111","A_1171_1.LEFT_MLO","222.39473342895","389.39971923828","410.56419372559","500.68878173828","","",""
"112","A_1172_1.LEFT_CC","193.26063156128","95.679864883423","640","450.73085784912","","",""
"113","A_1172_1.LEFT_CC","274.32754516602","176.21234893799","632.75184631348","424.53254699707","","",""
"114","A_1172_1.LEFT_MLO","177.20090866089","201.57444000244","560.56537628174","502.09518432617","","",""
"115","A_1172_1.LEFT_MLO","137.60806083679","116.591796875","613.47644805908","523.11187744141","","",""
"116","A_1174_1.LEFT_CC","313.65791320801","271.92918777466","394.75467681885","329.52743530273","","",""
"117","A_1174_1.LEFT_CC","459.10205841064","165.28144836426","576.67366027832","256.39791488648","","",""
"118","A_1174_1.LEFT_MLO","267.18868255615","287.49488830566","346.70249938965","337.59872436523","","",""
"119","A_1176_1.LEFT_CC","409.90749359131","135.31712532043","595.43106079102","209.18197631836","","",""
"120","A_1176_1.LEFT_CC","428.33606719971","427.74238586426","458.24226379395","448.55171203613","","",""
"121","A_1176_1.LEFT_CC","339.41562652588","281.93031311035","380.4158782959","312.93180465698","","",""
"122","A_1176_1.LEFT_MLO","146.78715705872","42.361054420471","640","538.22853088379","","",""
"123","A_1178_1.LEFT_CC","65.847592353821","300.70407867432","206.11080169678","409.21527862549","","",""
"124","A_1183_1.LEFT_CC","225.98165512085","160.53707122803","627.48626708984","405.43674468994","","",""
"125","A_1183_1.LEFT_MLO","232.63942718506","193.35563659668","573.83777618408","487.62874603272","","",""
"126","A_1183_1.LEFT_MLO","222.06071853638","58.899626731873","640","504.87098693848","","",""
"127","A_1185_1.RIGHT_CC","0","147.79054641724","235.33325195312","283.6123085022","","",""
"128","A_1185_1.RIGHT_CC","16.47776722908","217.3833656311","426.3094329834","534.31358337402","","",""
"129","A_1185_1.RIGHT_CC","27.267725467682","369.02828216553","236.93195343018","504.0894317627","","",""
"130","A_1186_1.LEFT_MLO","150.45944213867","94.596748352051","634.80579376221","595.92041015625","","",""
"131","A_1187_1.RIGHT_MLO","370.7933807373","243.2908821106","468.63388061523","335.38780212402","","",""
"132","A_1188_1.RIGHT_CC","58.390188217163","178.84294509888","438.16646575928","475.17425537109","","",""
"133","A_1188_1.RIGHT_MLO","142.17575073242","274.27701950073","379.56146240234","389.18159484863","","",""
"134","A_1188_1.RIGHT_MLO","64.802021980286","261.17141723633","388.31909179688","495.35137176514","","",""
"135","A_1189_1.LEFT_MLO","367.63286590576","380.65994262695","397.20455169678","400.70510864258","","",""
"136","A_1189_1.LEFT_MLO","204.06524658203","370.48133850098","640","527.40802764893","","",""
"137","A_1190_1.LEFT_CC","386.66965484619","220.72877883911","444.70878601074","260.16895294189","","",""
"138","A_1190_1.LEFT_MLO","222.83695220947","315.14499664307","611.04091644287","519.20436859131","","",""
"139","A_1190_1.LEFT_MLO","598.3126449585","530.7991027832","637.29820251465","576.162109375","","",""
"140","A_1196_1.RIGHT_CC","37.866716384888","197.34588623047","398.44402313232","500.22319793701","","",""
"141","A_1201_1.RIGHT_CC","143.87729644775","181.17252349854","244.72131729126","261.37794494629","","",""
"142","A_1201_1.RIGHT_CC","169.46508407593","196.78134918213","488.01704406738","394.8503112793","","",""
"143","A_1201_1.RIGHT_CC","247.01704025269","253.06924819946","488.37127685547","384.03564453125","","",""
"144","A_1201_1.RIGHT_CC","133.67100715637","185.38112640381","279.46853637695","282.08665847778","","",""
"145","A_1201_1.RIGHT_MLO","277.38838195801","296.03408813477","450.07850646973","431.19983673096","","",""
"146","A_1201_1.RIGHT_MLO","281.18154525757","296.09775543213","419.7144317627","392.28572845459","","",""
"147","A_1203_1.LEFT_CC","217.50366210938","102.14712142944","603.52657318115","436.20464324951","","",""
"148","A_1203_1.LEFT_MLO","268.79674911499","290.67516326904","456.39266967773","461.36833190918","","",""
"149","A_1203_1.LEFT_MLO","268.39916229248","278.85442733765","528.46752166748","488.13724517822","","",""
"150","A_1203_1.LEFT_MLO","295.61494827271","295.17503738403","446.81346893311","408.88999938965","","",""
"151","A_1203_1.LEFT_MLO","478.5177230835","390.84812164307","538.21174621582","440.07320404053","","",""
"152","A_1204_1.LEFT_CC","181.86990737915","375.64720153809","258.93592834473","426.33152008057","","",""
"153","A_1207_1.LEFT_CC","561.4213180542","145.12268066406","599.45465087891","169.73569869995","","",""
"154","A_1207_1.LEFT_CC","544.1130065918","126.09390258789","640","517.76603698731","","",""
"155","A_1207_1.LEFT_MLO","593.7629699707","473.30181121826","638.23837280273","555.19630432129","","",""
"156","A_1211_1.LEFT_CC","452.8524017334","159.80429649353","545.01483917236","224.72965240479","","",""
"157","A_1211_1.LEFT_CC","424.62898254395","318.80807876587","510.93612670898","387.10014343262","","",""
"158","A_1211_1.LEFT_MLO","330.78422546387","270.12372970581","412.71884918213","324.96685028076","","",""
"159","A_1211_1.LEFT_MLO","203.21889877319","260.85569381714","571.34830474854","528.35514068604","","",""
"160","A_1211_1.LEFT_MLO","187.22576141357","73.640675544739","640","549.54025268555","","",""
"161","A_1212_1.LEFT_CC","322.72979736328","105.82410812378","618.48400115967","499.48413848877","","",""
"162","A_1212_1.LEFT_MLO","323.36387634277","286.95310592651","576.95732116699","511.34300231934","","",""
"163","A_1212_1.LEFT_MLO","467.29621887207","428.29978942871","629.70546722412","559.80152130127","","",""
"164","A_1212_1.LEFT_MLO","522.92633056641","428.40660095215","607.74688720703","487.85274505615","","",""
"165","A_1213_1.LEFT_CC","226.80826187134","94.476308822632","630.57392120361","472.9887008667","","",""
"166","A_1213_1.LEFT_MLO","219.52962875366","169.10140991211","640","506.99146270752","","",""
"167","A_1214_1.LEFT_CC","450.95443725586","164.03894424438","626.68720245361","264.38262939453","","",""
"168","A_1214_1.LEFT_MLO","248.82566452026","419.82219696045","315.97911834717","470.39089202881","","",""
"169","A_1216_1.LEFT_CC","81.325130462646","85.314292907715","640","590.14194488525","","",""
"170","A_1216_1.LEFT_MLO","330.49331665039","328.08887481689","429.47681427002","392.61421203613","","",""
"171","A_1216_1.LEFT_MLO","451.76753997803","1.1545654386282","640","165.3454208374","","",""
"172","A_1217_1.LEFT_MLO","188.3264541626","229.66041564941","545.26920318604","393.28029632568","","",""
"173","A_1217_1.LEFT_MLO","402.22595214844","259.45178985596","494.40986633301","320.74371337891","","",""
"174","A_1218_1.RIGHT_CC","87.414093017578","215.55553436279","454.45819854736","523.42617034912","","",""
"175","A_1218_1.RIGHT_CC","62.798991203308","192.0839881897","441.93439483643","393.44272613525","","",""
"176","A_1218_1.RIGHT_MLO","156.78537368774","285.73509216309","443.55731964111","492.96070098877","","",""
"177","A_1220_1.RIGHT_CC","0","114.39222335815","437.92293548584","479.16164398193","","",""
"178","A_1222_1.RIGHT_CC","30.699105262756","177.58449554443","321.37676239014","493.80619049072","","",""
"179","A_1223_1.LEFT_CC","201.64012908936","114.45272445679","634.61185455322","437.98908233643","","",""
"180","A_1223_1.LEFT_CC","498.56056213379","258.40562820435","620.5237197876","354.00653839111","","",""
"181","A_1223_1.LEFT_MLO","197.54688262939","230.99073410034","581.64897918701","497.82485961914","","",""
"182","A_1223_1.LEFT_MLO","180.90850830078","92.96103477478","637.79514312744","493.90506744385","","",""
"183","A_1227_1.LEFT_MLO","347.29499816895","0","638.13255310059","294.35934066773","","",""
"184","A_1228_1.RIGHT_MLO","0","303.2671546936","484.0030670166","559.70241546631","","",""
"185","A_1229_1.LEFT_CC","367.73071289062","266.29724502563","445.8483505249","314.57021713257","","",""
"186","A_1229_1.LEFT_CC","97.312030792236","47.379498481751","270.65551757812","183.88917922974","","",""
"187","A_1229_1.LEFT_MLO","314.72900390625","259.664478302","392.62466430664","308.29473495483","","",""
"188","A_1230_1.RIGHT_CC","386.06128692627","334.775390625","458.00872802734","396.52038574219","","",""
"189","A_1230_1.RIGHT_CC","77.629642486572","233.17377090454","485.58197021484","480.25100708008","","",""
"190","A_1233_1.LEFT_CC","194.4676399231","129.15155410767","630.51376342773","428.15402984619","","",""
"191","A_1233_1.LEFT_CC","269.12296295166","131.64671897888","619.18296813965","340.84976196289","","",""
"192","A_1233_1.LEFT_CC","441.69830322266","409.09530639648","527.16556549072","448.41457366943","","",""
"193","A_1233_1.LEFT_MLO","209.65270996094","248.67015838623","618.41381072998","476.13258361816","","",""
"194","A_1235_1.LEFT_MLO","451.48548126221","0.35528972744942","640","413.76480102539","","",""
"195","A_1236_1.RIGHT_CC","158.24259757996","265.22979736328","456.29264831543","509.52777862549","","",""
"196","A_1237_1.LEFT_CC","198.60610961914","148.02139282227","607.35378265381","525.37490844727","","",""
"197","A_1237_1.LEFT_CC","226.22690200806","259.52047348023","609.03366088867","502.93609619141","","",""
"198","A_1237_1.LEFT_MLO","176.75138473511","214.28916931152","508.61328125","480.45120239258","","",""
"199","A_1237_1.LEFT_MLO","526.2739944458","149.13228034973","570.35137176514","182.32318878174","","",""
"200","A_1237_1.LEFT_MLO","194.52157974243","188.36435317993","586.93008422852","542.5133895874","","",""
"201","A_1237_1.LEFT_MLO","230.45698165894","303.31809997559","561.73027038574","516.50508880615","","",""
"202","A_1238_1.LEFT_CC","308.24375152588","246.35557174683","619.93816375732","535.92151641846","","",""
"203","A_1238_1.LEFT_MLO","248.01273345947","266.42942428589","436.9584274292","408.16680908203","","",""
"204","A_1238_1.LEFT_MLO","254.69165802002","257.65928268433","595.28789520264","512.76683807373","","",""
"205","A_1238_1.LEFT_MLO","288.06316375732","3.3348795771599","633.59573364258","261.66646957398","","",""
"206","A_1238_1.LEFT_MLO","560.46745300293","83.479804992676","626.82708740234","125.85762023926","","",""
"207","A_1238_1.LEFT_MLO","514.42924499512","23.494930267334","594.52781677246","86.093950271606","","",""
"208","A_1238_1.LEFT_MLO","242.93584823608","268.43191146851","491.8696975708","448.91929626465","","",""
"209","A_1240_1.LEFT_MLO","391.20410919189","9.1653972864151","634.98062133789","231.49297714233","","",""
"210","A_1240_1.LEFT_MLO","402.47200012207","401.69002532959","607.82611846924","506.44866943359","","",""
"211","A_1243_1.LEFT_CC","448.53870391846","374.13906097412","522.57713317871","423.02215576172","","",""
"212","A_1243_1.LEFT_MLO","494.19376373291","71.789684295654","584.9760055542","151.00605964661","","",""
"213","A_1243_1.LEFT_MLO","298.02829742432","316.8657875061","565.56369781494","523.98826599121","","",""
"214","A_1243_1.LEFT_MLO","465.25455474853","425.87955474853","546.87252044678","474.28951263428","","",""
"215","A_1244_1.RIGHT_CC","34.193229675293","249.398021698","73.561453819275","280.14404296875","","",""
"216","A_1245_1.LEFT_MLO","600.51063537598","98.326835632324","638.66790771484","145.61916351318","","",""
"217","A_1247_1.LEFT_CC","131.8597984314","64.724369049072","602.45445251465","516.20723724365","","",""
"218","A_1247_1.LEFT_CC","209.44194793701","145.13438224793","541.49345397949","397.70503997803","","",""
"219","A_1247_1.LEFT_MLO","261.32181167602","409.49016571045","520.88386535644","566.61506652832","","",""
"220","A_1247_1.LEFT_MLO","135.40554046631","412.35691070557","216.42715454102","498.88668060303","","",""
"221","A_1248_1.RIGHT_CC","198.44190597534","255.93378067017","304.2311668396","301.53825759888","","",""
"222","A_1248_1.RIGHT_MLO","320.69328308105","332.46772766113","433.80729675293","401.89361572266","","",""
"223","A_1249_1.RIGHT_CC","84.772901535034","319.34307098389","356.78932189941","436.83017730713","","",""
"224","A_1250_1.RIGHT_CC","3.5695475339889","149.79067802429","151.36261940002","280.42839050293","","",""
"225","A_1250_1.RIGHT_CC","6.6926026344299","133.59938621521","204.97686386108","290.47527313232","","",""
"226","A_1250_1.RIGHT_CC","0","123.8037109375","454.88357543945","491.27193450928","","",""
"227","A_1250_1.RIGHT_MLO","50.048065185547","252.44869232178","449.85195159912","475.82057952881","","",""
"228","A_1250_1.RIGHT_MLO","120.77169418335","163.35962295532","315.12035369873","274.07920837402","","",""
"229","A_1250_1.RIGHT_MLO","0","169.81039047241","520.27034759521","485.77003479004","","",""
"230","A_1250_1.RIGHT_MLO","0","8.4091150760651","185.32283782959","180.17938613892","","",""
"231","A_1251_1.LEFT_CC","338.68801116943","183.11763763428","530.39543151856","323.10977935791","","",""
"232","A_1251_1.LEFT_MLO","202.86294937134","219.65576171875","537.11311340332","517.41703033447","","",""
"233","A_1251_1.LEFT_MLO","344.04987335205","229.60647583008","516.29974365234","341.61327362061","","",""
"234","A_1251_1.LEFT_MLO","563.04595947266","293.6464881897","640","587.18673706055","","",""
"235","A_1252_1.RIGHT_CC","249.48057174683","322.2297668457","375.63938140869","381.37748718262","","",""
"236","A_1252_1.RIGHT_MLO","103.30465316772","345.28873443603","429.00840759277","509.65625762939","","",""
"237","A_1253_1.LEFT_MLO","430.70529937744","266.50392532349","472.92488098145","294.41019058227","","",""
"238","A_1255_1.RIGHT_MLO","9.7295415401459","10.112996101379","232.40482330322","198.76523971558","","",""
"239","A_1256_1.RIGHT_CC","110.37236213684","206.3733291626","425.27309417725","408.48827362061","","",""
"240","A_1256_1.RIGHT_CC","107.79273986816","245.24528503418","314.57441329956","374.0357208252","","",""
"241","A_1256_1.RIGHT_CC","30.547413825989","126.90053939819","235.48978805542","277.68320083618","","",""
"242","A_1256_1.RIGHT_CC","107.08332061768","415.719871521","203.82736206055","473.22280883789","","",""
"243","A_1257_1.LEFT_CC","148.85324478149","233.05143356323","521.58718109131","427.92377471924","","",""
"244","A_1257_1.LEFT_CC","148.87573242188","110.78120231628","633.11004638672","442.14485168457","","",""
"245","A_1257_1.LEFT_CC","169.72364425659","241.75115585327","405.40168762207","418.61831665039","","",""
"246","A_1257_1.LEFT_MLO","294.1397857666","231.85010910034","497.14069366455","366.35940551758","","",""
"247","A_1257_1.LEFT_MLO","195.56461334229","354.2626953125","288.79503250122","424.72259521484","","",""
"248","A_1257_1.LEFT_MLO","230.43197631836","204.66934204102","513.67626190186","390.47206878662","","",""
"249","A_1258_1.RIGHT_CC","106.69216156006","109.98883247375","432.2981262207","323.77891540527","","",""
"250","A_1258_1.RIGHT_MLO","300.63613891602","232.92778015137","435.53398132324","413.38714599609","","",""
"251","A_1258_1.RIGHT_MLO","154.25086975098","229.37826156616","442.94101715088","501.10847473145","","",""
"252","A_1258_1.RIGHT_MLO","593.33095550537","48.40115070343","637.5793838501","89.799013137817","","",""
"253","A_1261_1.RIGHT_MLO","267.50658035278","308.15095901489","348.38996887207","348.84094238281","","",""
"254","A_1262_1.LEFT_CC","490.22644042969","191.38776779175","571.0950088501","247.36846923828","","",""
"255","A_1262_1.LEFT_MLO","472.97046661377","344.59705352783","537.0121383667","394.02660369873","","",""
"256","A_1262_1.LEFT_MLO","227.66422271729","41.596255302429","640","563.07006835938","","",""
"257","A_1263_1.RIGHT_CC","40.870966911316","263.64942550659","101.13299369812","299.99408721924","","",""
"258","A_1263_1.RIGHT_CC","403.2905960083","46.148371696472","510.19424438477","99.828586578369","","",""
"259","A_1263_1.RIGHT_CC","372.08827972412","336.35520935059","467.70683288574","409.67994689941","","",""
"260","A_1263_1.RIGHT_MLO","48.012118339539","414.60697174072","109.73638534546","447.32189178467","","",""
"261","A_1263_1.RIGHT_MLO","514.02366638184","80.52321434021","591.90383911133","116.95986747742","","",""
"262","A_1263_1.RIGHT_MLO","4.7324526309967","95.4665184021","70.092611312866","131.6737651825","","",""
"263","A_1283_1.LEFT_CC","342.17056274414","142.40761756897","629.18380737305","402.78625488281","","",""
"264","A_1283_1.LEFT_MLO","315.20687103272","255.426902771","611.8616104126","486.32587432861","","",""
"265","A_1283_1.LEFT_MLO","302.02947616577","273.53425979614","537.70416259766","413.76583099365","","",""
"266","A_1283_1.LEFT_MLO","401.33888244629","400.59623718262","591.61231994629","491.83792114258","","",""
"267","A_1283_1.LEFT_MLO","472.98274993897","334.02252197266","566.94885253906","390.79109191895","","",""
"268","A_1329_1.LEFT_CC","289.25222396851","30.515999794006","640","210.11528015137","","",""
"269","A_1329_1.LEFT_CC","154.36281204224","154.12076950073","332.51445770264","346.77780151367","","",""
"270","A_1329_1.LEFT_CC","432.22587585449","101.9162940979","639.18281555176","183.51037979126","","",""
"271","A_1329_1.LEFT_MLO","164.41719055176","324.7180557251","252.21397399902","394.17667388916","","",""
"272","A_1399_1.RIGHT_MLO","390.62747955322","380.86399078369","491.91562652588","444.2357635498","","",""
"273","A_1399_1.RIGHT_MLO","375.66444396973","341.78489685059","495.87642669678","446.34433746338","","",""
"274","A_1399_1.RIGHT_MLO","176.09933853149","304.15645599365","212.89546966553","329.50859069824","","",""
"275","A_1399_1.RIGHT_MLO","474.58805084228","151.74505233765","546.31362915039","217.28214263916","","",""
"276","A_1400_1.LEFT_CC","159.1135597229","100.45791625977","616.89395904541","514.27268981934","","",""
"277","A_1400_1.LEFT_CC","165.14318466187","230.57165145874","374.82311248779","485.00797271728","","",""
